order_id,customer_id,order_date,status,order_value
50054,1428,2026-04-02,delivered,140
50055,1017,2026-04-02,delivered,90
50056,2450,2026-04-02,delivered,90
50057,3078,2026-04-02,delivered,30
50058,1524,2026-04-02,delivered,380
50059,1922,2026-04-02,delivered,190
50060,1992,2026-04-02,delivered,60
50061,1818,2026-04-02,cancelled,190
50062,1813,2026-04-02,delivered,190
50063,2653,2026-04-02,delivered,240
50064,1902,2026-04-02,delivered,340
50065,1968,2026-04-02,delivered,210
50066,1642,2026-04-02,delivered,430
50067,2734,2026-04-02,delivered,280
50068,2822,2026-04-02,delivered,240
50069,1308,2026-04-02,delivered,240
50070,1885,2026-04-02,delivered,180
50071,1140,2026-04-02,delivered,250
50072,3045,2026-04-02,delivered,40
50073,2729,2026-04-02,delivered,60
50074,2129,2026-04-02,delivered,210
50075,3025,2026-04-02,delivered,90
50076,3010,2026-04-02,delivered,50
50077,3168,2026-04-02,delivered,150
50078,2744,2026-04-02,delivered,180
50079,1319,2026-04-02,delivered,120
50080,3093,2026-04-02,delivered,90
50081,1920,2026-04-02,delivered,230
50082,1910,2026-04-02,delivered,90
50083,2344,2026-04-02,delivered,230
50084,2401,2026-04-02,delivered,80
50085,1965,2026-04-02,delivered,60
50086,3150,2026-04-02,delivered,80
50087,1161,2026-04-02,delivered,30
50088,1803,2026-04-02,delivered,190
50089,1414,2026-04-02,delivered,430
50090,1944,2026-04-02,delivered,150
50091,2447,2026-04-02,delivered,120
50092,1104,2026-04-02,delivered,360
50093,1102,2026-04-02,cancelled,90
50094,1800,2026-04-02,cancelled,170
50095,1087,2026-04-02,delivered,60
50096,2877,2026-04-03,delivered,100
50097,1464,2026-04-03,delivered,360
50098,1328,2026-04-03,delivered,80
50099,2340,2026-04-03,delivered,60
50100,3094,2026-04-03,delivered,210
50101,1498,2026-04-03,delivered,120
50102,2285,2026-04-03,delivered,30
50103,2072,2026-04-03,delivered,110
50104,1857,2026-04-03,delivered,210
50105,1759,2026-04-03,delivered,300
50106,1487,2026-04-03,delivered,90
50107,2473,2026-04-03,cancelled,300
50108,2761,2026-04-03,delivered,80
50109,1106,2026-04-03,delivered,60
50110,1259,2026-04-03,delivered,300
50111,2204,2026-04-03,delivered,280
50112,2936,2026-04-03,delivered,240
50113,2684,2026-04-03,delivered,280
50114,2424,2026-04-03,delivered,390
50115,2558,2026-04-03,delivered,200
50116,2378,2026-04-03,delivered,170
50117,2801,2026-04-03,delivered,390
50118,2580,2026-04-03,delivered,170
50119,2729,2026-04-03,delivered,180
50120,1386,2026-04-03,delivered,300
50121,2858,2026-04-03,delivered,250
50122,1758,2026-04-03,delivered,200
50123,1903,2026-04-03,delivered,80
50124,2902,2026-04-03,delivered,120
50125,1349,2026-04-03,delivered,30
50126,2444,2026-04-03,delivered,280
50127,3201,2026-04-03,delivered,90
50128,2036,2026-04-03,delivered,40
50129,2227,2026-04-03,delivered,80
50130,2212,2026-04-03,delivered,210
50131,2616,2026-04-03,delivered,50
50132,3063,2026-04-04,delivered,420
50133,3213,2026-04-04,delivered,80
50134,3063,2026-04-04,delivered,310
50135,2072,2026-04-04,delivered,260
50136,2441,2026-04-04,delivered,100
50137,3078,2026-04-04,delivered,30
50138,2871,2026-04-04,delivered,140
50139,2604,2026-04-04,delivered,180
50140,2815,2026-04-04,delivered,330
50141,2455,2026-04-04,delivered,70
50142,1661,2026-04-04,delivered,100
50143,2628,2026-04-04,delivered,160
50144,1606,2026-04-04,delivered,190
50145,2322,2026-04-04,delivered,270
50146,1317,2026-04-04,delivered,240
50147,2341,2026-04-04,delivered,360
50148,2774,2026-04-04,delivered,310
50149,1367,2026-04-04,delivered,270
50150,2314,2026-04-04,delivered,310
50151,3085,2026-04-04,delivered,300
50152,2529,2026-04-04,delivered,250
50153,1331,2026-04-04,delivered,240
50154,1396,2026-04-04,delivered,110
50155,2136,2026-04-04,cancelled,90
50156,2320,2026-04-04,delivered,160
50157,2899,2026-04-04,delivered,120
50158,1563,2026-04-04,delivered,130
50159,1990,2026-04-04,delivered,250
50160,1161,2026-04-04,delivered,70
50161,1540,2026-04-04,delivered,50
50162,2984,2026-04-04,delivered,210
50163,2111,2026-04-04,cancelled,70
50164,2428,2026-04-04,delivered,120
50165,1378,2026-04-04,delivered,210
50166,3113,2026-04-04,delivered,180
50167,1714,2026-04-04,delivered,270
50168,3076,2026-04-04,delivered,360
50169,1832,2026-04-04,delivered,180
50170,1013,2026-04-04,cancelled,140
50171,1440,2026-04-05,delivered,120
50172,2053,2026-04-05,delivered,180
50173,2950,2026-04-05,delivered,90
50174,2878,2026-04-05,delivered,270
50175,1299,2026-04-05,delivered,140
50176,3016,2026-04-05,delivered,60
50177,1408,2026-04-05,cancelled,90
50178,3069,2026-04-05,delivered,410
50179,2585,2026-04-05,delivered,60
50180,1429,2026-04-05,delivered,90
50181,1537,2026-04-05,delivered,210
50182,1541,2026-04-05,delivered,360
50183,1768,2026-04-05,delivered,30
50184,1606,2026-04-05,delivered,190
50185,1271,2026-04-05,delivered,290
50186,2121,2026-04-05,delivered,200
50187,1606,2026-04-05,delivered,260
50188,2195,2026-04-05,delivered,150
50189,2175,2026-04-05,delivered,130
50190,1281,2026-04-05,delivered,70
50191,1001,2026-04-05,delivered,70
50192,2965,2026-04-05,delivered,270
50193,1134,2026-04-05,delivered,540
50194,1312,2026-04-05,delivered,150
50195,1176,2026-04-05,delivered,170
50196,1934,2026-04-05,delivered,170
50197,2088,2026-04-05,delivered,140
50198,2146,2026-04-05,delivered,260
50199,2472,2026-04-05,cancelled,30
50200,2379,2026-04-05,delivered,60
50201,1684,2026-04-05,delivered,150
50202,1314,2026-04-05,delivered,50
50203,1947,2026-04-05,delivered,30
50204,1235,2026-04-05,cancelled,100
50205,3165,2026-04-05,delivered,50
50206,2707,2026-04-06,delivered,270
50207,1006,2026-04-06,delivered,180
50208,2455,2026-04-06,delivered,210
50209,2456,2026-04-06,delivered,60
50210,3159,2026-04-06,delivered,210
50211,3056,2026-04-06,delivered,420
50212,3204,2026-04-06,delivered,270
50213,3033,2026-04-06,delivered,180
50214,3208,2026-04-06,delivered,90
50215,2959,2026-04-06,delivered,400
50216,2732,2026-04-06,delivered,90
50217,2330,2026-04-06,delivered,180
50218,2620,2026-04-06,delivered,120
50219,2072,2026-04-06,delivered,60
50220,1585,2026-04-06,cancelled,250
50221,1567,2026-04-06,delivered,190
50222,2961,2026-04-06,cancelled,180
50223,1597,2026-04-06,delivered,310
50224,2374,2026-04-06,delivered,320
50225,1775,2026-04-06,delivered,290
50226,2322,2026-04-06,delivered,230
50227,3045,2026-04-06,delivered,120
50228,2529,2026-04-06,cancelled,180
50229,2528,2026-04-06,delivered,300
50230,1766,2026-04-06,delivered,150
50231,2276,2026-04-06,delivered,330
50232,2136,2026-04-06,delivered,180
50233,1412,2026-04-06,delivered,50
50234,3090,2026-04-06,delivered,210
50235,2293,2026-04-06,delivered,220
50236,2670,2026-04-06,delivered,230
50237,3013,2026-04-06,cancelled,80
50238,2843,2026-04-06,delivered,130
50239,1746,2026-04-06,cancelled,380
50240,1536,2026-04-07,delivered,90
50241,2707,2026-04-07,delivered,30
50242,3160,2026-04-07,delivered,30
50243,3183,2026-04-07,delivered,180
50244,3022,2026-04-07,delivered,180
50245,1408,2026-04-07,delivered,180
50246,3035,2026-04-07,cancelled,210
50247,2523,2026-04-07,delivered,180
50248,2285,2026-04-07,delivered,290
50249,1220,2026-04-07,cancelled,80
50250,2072,2026-04-07,delivered,180
50251,1220,2026-04-07,delivered,70
50252,1900,2026-04-07,delivered,90
50253,2185,2026-04-07,delivered,260
50254,2704,2026-04-07,delivered,260
50255,1146,2026-04-07,delivered,200
50256,1675,2026-04-07,delivered,130
50257,1497,2026-04-07,delivered,290
50258,3074,2026-04-07,delivered,250
50259,2563,2026-04-07,delivered,110
50260,1310,2026-04-07,delivered,560
50261,2264,2026-04-07,delivered,410
50262,1135,2026-04-07,delivered,180
50263,2801,2026-04-07,delivered,270
50264,2800,2026-04-07,cancelled,80
50265,1990,2026-04-07,delivered,80
50266,1701,2026-04-07,delivered,240
50267,2931,2026-04-07,delivered,80
50268,1420,2026-04-07,delivered,300
50269,1746,2026-04-07,delivered,140
50270,1854,2026-04-07,delivered,80
50271,1157,2026-04-07,delivered,180
50272,1839,2026-04-07,delivered,130
50273,2437,2026-04-07,delivered,230
50274,1722,2026-04-08,cancelled,300
50275,1450,2026-04-08,delivered,420
50276,2658,2026-04-08,delivered,150
50277,2393,2026-04-08,delivered,120
50278,2351,2026-04-08,delivered,60
50279,3062,2026-04-08,delivered,100
50280,1429,2026-04-08,delivered,90
50281,2432,2026-04-08,delivered,180
50282,3094,2026-04-08,delivered,90
50283,3181,2026-04-08,delivered,90
50284,3116,2026-04-08,delivered,110
50285,2266,2026-04-08,cancelled,270
50286,1883,2026-04-08,delivered,190
50287,1912,2026-04-08,delivered,180
50288,2694,2026-04-08,delivered,330
50289,1476,2026-04-08,delivered,220
50290,2380,2026-04-08,delivered,360
50291,2994,2026-04-08,cancelled,160
50292,1692,2026-04-08,delivered,380
50293,2528,2026-04-08,delivered,330
50294,2446,2026-04-08,delivered,250
50295,2217,2026-04-08,delivered,180
50296,3163,2026-04-08,delivered,140
50297,1060,2026-04-08,delivered,270
50298,2195,2026-04-08,delivered,260
50299,1346,2026-04-08,delivered,170
50300,1419,2026-04-08,delivered,150
50301,2082,2026-04-08,delivered,140
50302,2034,2026-04-08,cancelled,60
50303,2551,2026-04-08,cancelled,60
50304,2439,2026-04-08,delivered,30
50305,1068,2026-04-08,delivered,160
50306,2954,2026-04-08,delivered,90
50307,2666,2026-04-08,delivered,250
50308,2278,2026-04-08,cancelled,120
50309,1141,2026-04-08,delivered,90
50310,2521,2026-04-08,delivered,50
50311,1231,2026-04-08,delivered,160
50312,2569,2026-04-08,cancelled,110
50313,2459,2026-04-08,delivered,80
50314,1168,2026-04-08,delivered,150
50315,1673,2026-04-09,delivered,60
50316,2815,2026-04-09,delivered,30
50317,1108,2026-04-09,delivered,60
50318,1408,2026-04-09,delivered,70
50319,1473,2026-04-09,delivered,270
50320,3253,2026-04-09,delivered,270
50321,1316,2026-04-09,cancelled,60
50322,3247,2026-04-09,delivered,90
50323,1951,2026-04-09,delivered,60
50324,2119,2026-04-09,delivered,100
50325,2885,2026-04-09,delivered,160
50326,2985,2026-04-09,delivered,180
50327,1674,2026-04-09,delivered,180
50328,2321,2026-04-09,delivered,290
50329,3120,2026-04-09,delivered,180
50330,1973,2026-04-09,delivered,70
50331,1166,2026-04-09,delivered,240
50332,3110,2026-04-09,delivered,220
50333,2961,2026-04-09,delivered,210
50334,1484,2026-04-09,delivered,220
50335,2694,2026-04-09,delivered,190
50336,1999,2026-04-09,delivered,390
50337,2408,2026-04-09,delivered,130
50338,1945,2026-04-09,delivered,240
50339,1632,2026-04-09,delivered,330
50340,1310,2026-04-09,delivered,50
50341,2823,2026-04-09,delivered,150
50342,2728,2026-04-09,delivered,180
50343,2103,2026-04-09,delivered,330
50344,2627,2026-04-09,delivered,140
50345,2184,2026-04-09,delivered,60
50346,1249,2026-04-09,delivered,100
50347,2891,2026-04-09,delivered,130
50348,3041,2026-04-09,delivered,120
50349,3203,2026-04-09,delivered,60
50350,1996,2026-04-09,delivered,50
50351,1976,2026-04-09,delivered,260
50352,2816,2026-04-09,delivered,30
50353,1390,2026-04-09,delivered,300
50354,2301,2026-04-09,delivered,230
50355,2779,2026-04-09,delivered,110
50356,1690,2026-04-10,delivered,180
50357,2002,2026-04-10,delivered,90
50358,2620,2026-04-10,delivered,240
50359,1555,2026-04-10,cancelled,270
50360,2974,2026-04-10,delivered,90
50361,2921,2026-04-10,delivered,150
50362,2224,2026-04-10,delivered,40
50363,1313,2026-04-10,delivered,390
50364,2687,2026-04-10,delivered,60
50365,1435,2026-04-10,cancelled,260
50366,1598,2026-04-10,delivered,330
50367,2647,2026-04-10,delivered,170
50368,3130,2026-04-10,cancelled,160
50369,1308,2026-04-10,cancelled,270
50370,2548,2026-04-10,delivered,200
50371,3256,2026-04-10,delivered,280
50372,2480,2026-04-10,delivered,340
50373,1635,2026-04-10,delivered,370
50374,1948,2026-04-10,delivered,100
50375,2201,2026-04-10,delivered,250
50376,2023,2026-04-10,delivered,60
50377,1809,2026-04-10,delivered,150
50378,2663,2026-04-10,delivered,230
50379,2926,2026-04-10,delivered,50
50380,1867,2026-04-10,delivered,270
50381,1925,2026-04-10,delivered,340
50382,2514,2026-04-10,delivered,300
50383,2486,2026-04-10,delivered,200
50384,2030,2026-04-10,delivered,310
50385,2884,2026-04-10,delivered,270
50386,2050,2026-04-10,delivered,310
50387,1932,2026-04-10,delivered,60
50388,2356,2026-04-10,delivered,160
50389,2410,2026-04-10,delivered,160
50390,2756,2026-04-10,delivered,140
50391,3149,2026-04-10,delivered,190
50392,2953,2026-04-10,delivered,80
50393,1922,2026-04-11,delivered,150
50394,1922,2026-04-11,delivered,180
50395,1857,2026-04-11,delivered,350
50396,3134,2026-04-11,delivered,160
50397,3062,2026-04-11,delivered,90
50398,3236,2026-04-11,delivered,270
50399,2538,2026-04-11,delivered,80
50400,1783,2026-04-11,delivered,90
50401,1394,2026-04-11,delivered,410
50402,2355,2026-04-11,delivered,300
50403,3082,2026-04-11,delivered,270
50404,2964,2026-04-11,delivered,200
50405,3250,2026-04-11,delivered,360
50406,2999,2026-04-11,cancelled,130
50407,1497,2026-04-11,delivered,340
50408,2226,2026-04-11,delivered,60
50409,1877,2026-04-11,delivered,210
50410,1644,2026-04-11,delivered,440
50411,1489,2026-04-11,delivered,190
50412,1014,2026-04-11,delivered,340
50413,1159,2026-04-11,delivered,160
50414,3138,2026-04-11,delivered,140
50415,2482,2026-04-11,delivered,450
50416,1845,2026-04-11,delivered,250
50417,2719,2026-04-11,delivered,90
50418,3271,2026-04-11,delivered,170
50419,2804,2026-04-11,delivered,130
50420,1847,2026-04-12,delivered,60
50421,2921,2026-04-12,delivered,450
50422,3259,2026-04-12,delivered,180
50423,3101,2026-04-12,delivered,180
50424,2552,2026-04-12,delivered,60
50425,1120,2026-04-12,cancelled,50
50426,3198,2026-04-12,delivered,270
50427,3091,2026-04-12,delivered,60
50428,1768,2026-04-12,delivered,60
50429,2936,2026-04-12,delivered,230
50430,3121,2026-04-12,cancelled,310
50431,1796,2026-04-12,delivered,240
50432,2046,2026-04-12,delivered,230
50433,2407,2026-04-12,delivered,180
50434,1169,2026-04-12,delivered,250
50435,2188,2026-04-12,delivered,150
50436,2982,2026-04-12,delivered,240
50437,1281,2026-04-12,delivered,460
50438,2096,2026-04-12,delivered,70
50439,1111,2026-04-12,delivered,390
50440,2259,2026-04-12,delivered,90
50441,2149,2026-04-12,delivered,430
50442,2272,2026-04-12,delivered,190
50443,2779,2026-04-12,delivered,160
50444,1619,2026-04-12,delivered,180
50445,2364,2026-04-12,delivered,30
50446,1463,2026-04-12,delivered,250
50447,2593,2026-04-12,delivered,210
50448,2197,2026-04-12,delivered,120
50449,2465,2026-04-12,delivered,30
50450,1756,2026-04-12,delivered,140
50451,1570,2026-04-12,delivered,200
50452,2803,2026-04-12,delivered,160
50453,2901,2026-04-13,cancelled,630
50454,2240,2026-04-13,delivered,60
50455,2453,2026-04-13,delivered,330
50456,2330,2026-04-13,delivered,120
50457,1093,2026-04-13,delivered,140
50458,2351,2026-04-13,delivered,120
50459,2619,2026-04-13,delivered,100
50460,3211,2026-04-13,delivered,90
50461,1253,2026-04-13,delivered,80
50462,1025,2026-04-13,delivered,240
50463,2759,2026-04-13,delivered,60
50464,3181,2026-04-13,delivered,180
50465,2770,2026-04-13,delivered,60
50466,2351,2026-04-13,delivered,90
50467,2762,2026-04-13,delivered,180
50468,2350,2026-04-13,delivered,70
50469,2776,2026-04-13,delivered,90
50470,2762,2026-04-13,cancelled,340
50471,2147,2026-04-13,delivered,210
50472,2865,2026-04-13,delivered,210
50473,2280,2026-04-13,delivered,370
50474,2133,2026-04-13,delivered,180
50475,2923,2026-04-13,delivered,250
50476,2694,2026-04-13,delivered,290
50477,1009,2026-04-13,delivered,350
50478,1597,2026-04-13,delivered,220
50479,2262,2026-04-13,delivered,300
50480,2399,2026-04-13,delivered,250
50481,1418,2026-04-13,delivered,290
50482,1166,2026-04-13,delivered,190
50483,1982,2026-04-13,delivered,250
50484,3210,2026-04-13,delivered,160
50485,1509,2026-04-13,delivered,550
50486,2436,2026-04-13,delivered,220
50487,3169,2026-04-13,delivered,320
50488,3122,2026-04-13,delivered,40
50489,1708,2026-04-13,delivered,300
50490,2989,2026-04-13,delivered,40
50491,2565,2026-04-13,delivered,180
50492,1975,2026-04-13,delivered,80
50493,2890,2026-04-13,cancelled,140
50494,1682,2026-04-13,delivered,30
50495,1340,2026-04-13,delivered,180
50496,2388,2026-04-13,delivered,70
50497,2680,2026-04-13,delivered,200
50498,2892,2026-04-13,delivered,180
50499,2818,2026-04-13,delivered,430
50500,1375,2026-04-13,delivered,260
50501,2536,2026-04-13,delivered,40
50502,1096,2026-04-13,delivered,50
50503,2331,2026-04-13,delivered,80
50504,1524,2026-04-14,delivered,190
50505,1023,2026-04-14,delivered,200
50506,2951,2026-04-14,delivered,170
50507,2330,2026-04-14,delivered,150
50508,2871,2026-04-14,delivered,120
50509,1091,2026-04-14,delivered,180
50510,2894,2026-04-14,delivered,220
50511,2425,2026-04-14,cancelled,60
50512,1951,2026-04-14,delivered,270
50513,1270,2026-04-14,delivered,90
50514,3094,2026-04-14,delivered,70
50515,1886,2026-04-14,cancelled,120
50516,3256,2026-04-14,delivered,330
50517,2873,2026-04-14,delivered,250
50518,2558,2026-04-14,delivered,260
50519,2541,2026-04-14,delivered,230
50520,1539,2026-04-14,delivered,170
50521,2027,2026-04-14,delivered,40
50522,1050,2026-04-14,delivered,140
50523,2176,2026-04-14,delivered,40
50524,1176,2026-04-14,delivered,160
50525,2549,2026-04-14,delivered,250
50526,2474,2026-04-14,delivered,220
50527,1309,2026-04-14,delivered,220
50528,2201,2026-04-14,delivered,230
50529,2635,2026-04-14,delivered,40
50530,2726,2026-04-14,cancelled,280
50531,1118,2026-04-14,delivered,260
50532,1927,2026-04-14,delivered,250
50533,3138,2026-04-14,delivered,100
50534,1701,2026-04-14,delivered,150
50535,2117,2026-04-14,delivered,90
50536,2953,2026-04-14,delivered,50
50537,1147,2026-04-14,cancelled,90
50538,3149,2026-04-14,delivered,100
50539,1347,2026-04-14,delivered,150
50540,2556,2026-04-14,cancelled,130
50541,2170,2026-04-14,delivered,100
50542,1687,2026-04-14,delivered,40
50543,2249,2026-04-14,delivered,160
50544,1826,2026-04-15,delivered,90
50545,2074,2026-04-15,cancelled,180
50546,1649,2026-04-15,delivered,160
50547,1162,2026-04-15,delivered,300
50548,1440,2026-04-15,delivered,60
50549,2492,2026-04-15,delivered,100
50550,2329,2026-04-15,delivered,240
50551,2701,2026-04-15,delivered,90
50552,2796,2026-04-15,delivered,240
50553,1555,2026-04-15,delivered,210
50554,2138,2026-04-15,delivered,60
50555,1191,2026-04-15,delivered,220
50556,1831,2026-04-15,delivered,260
50557,2424,2026-04-15,delivered,270
50558,3265,2026-04-15,delivered,230
50559,1083,2026-04-15,delivered,260
50560,2157,2026-04-15,delivered,290
50561,2396,2026-04-15,delivered,180
50562,1569,2026-04-15,delivered,40
50563,2826,2026-04-15,delivered,350
50564,2774,2026-04-15,delivered,400
50565,1466,2026-04-15,delivered,260
50566,2746,2026-04-15,delivered,170
50567,1115,2026-04-15,delivered,80
50568,2602,2026-04-15,delivered,120
50569,1379,2026-04-15,delivered,150
50570,2131,2026-04-15,delivered,300
50571,2017,2026-04-15,delivered,120
50572,1324,2026-04-15,delivered,60
50573,1603,2026-04-15,delivered,80
50574,1523,2026-04-15,delivered,50
50575,1959,2026-04-15,delivered,60
50576,1711,2026-04-15,delivered,150
50577,1646,2026-04-15,delivered,160
50578,1102,2026-04-15,delivered,130
50579,1026,2026-04-16,delivered,90
50580,2072,2026-04-16,delivered,360
50581,3295,2026-04-16,delivered,90
50582,2901,2026-04-16,delivered,420
50583,1661,2026-04-16,delivered,90
50584,2423,2026-04-16,delivered,130
50585,2199,2026-04-16,delivered,120
50586,1219,2026-04-16,delivered,180
50587,1966,2026-04-16,delivered,120
50588,2894,2026-04-16,delivered,210
50589,2072,2026-04-16,delivered,270
50590,2928,2026-04-16,delivered,220
50591,1929,2026-04-16,cancelled,210
50592,2922,2026-04-16,delivered,190
50593,2596,2026-04-16,delivered,240
50594,1438,2026-04-16,cancelled,190
50595,2677,2026-04-16,delivered,90
50596,2099,2026-04-16,cancelled,150
50597,3257,2026-04-16,delivered,570
50598,3163,2026-04-16,delivered,180
50599,1312,2026-04-16,cancelled,320
50600,3058,2026-04-16,delivered,130
50601,2111,2026-04-16,cancelled,300
50602,1997,2026-04-16,delivered,110
50603,2834,2026-04-16,delivered,180
50604,3258,2026-04-16,delivered,150
50605,2233,2026-04-16,delivered,170
50606,1535,2026-04-16,delivered,450
50607,2834,2026-04-16,delivered,120
50608,2507,2026-04-16,delivered,310
50609,2066,2026-04-17,delivered,180
50610,2174,2026-04-17,delivered,390
50611,2810,2026-04-17,delivered,150
50612,2836,2026-04-17,delivered,80
50613,1042,2026-04-17,delivered,180
50614,1473,2026-04-17,delivered,90
50615,1876,2026-04-17,delivered,270
50616,3181,2026-04-17,delivered,120
50617,1804,2026-04-17,delivered,70
50618,2153,2026-04-17,delivered,180
50619,1083,2026-04-17,delivered,150
50620,2407,2026-04-17,delivered,270
50621,2653,2026-04-17,delivered,280
50622,1100,2026-04-17,delivered,250
50623,2914,2026-04-17,delivered,250
50624,2253,2026-04-17,delivered,290
50625,3135,2026-04-17,delivered,170
50626,2922,2026-04-17,delivered,330
50627,1778,2026-04-17,delivered,100
50628,1941,2026-04-17,delivered,220
50629,1615,2026-04-17,cancelled,120
50630,2883,2026-04-17,delivered,130
50631,2801,2026-04-17,delivered,200
50632,2626,2026-04-17,delivered,120
50633,1885,2026-04-17,delivered,290
50634,1421,2026-04-17,delivered,90
50635,2848,2026-04-17,delivered,80
50636,2723,2026-04-17,delivered,140
50637,1717,2026-04-17,delivered,510
50638,2105,2026-04-17,delivered,40
50639,1459,2026-04-17,delivered,110
50640,1803,2026-04-17,delivered,200
50641,2137,2026-04-17,delivered,110
50642,1583,2026-04-17,delivered,170
50643,2214,2026-04-17,delivered,60
50644,1090,2026-04-17,delivered,180
50645,2482,2026-04-17,delivered,50
50646,2179,2026-04-17,delivered,140
50647,2739,2026-04-17,delivered,140
50648,1853,2026-04-17,delivered,250
50649,1390,2026-04-17,delivered,50
50650,2335,2026-04-18,delivered,210
50651,1923,2026-04-18,delivered,30
50652,1337,2026-04-18,delivered,90
50653,1093,2026-04-18,delivered,70
50654,1040,2026-04-18,delivered,90
50655,2668,2026-04-18,delivered,110
50656,1900,2026-04-18,delivered,140
50657,3294,2026-04-18,delivered,180
50658,2631,2026-04-18,delivered,40
50659,3091,2026-04-18,delivered,80
50660,1966,2026-04-18,cancelled,500
50661,1436,2026-04-18,delivered,180
50662,3120,2026-04-18,delivered,100
50663,2959,2026-04-18,delivered,40
50664,3204,2026-04-18,cancelled,60
50665,2199,2026-04-18,delivered,180
50666,3170,2026-04-18,cancelled,370
50667,3199,2026-04-18,delivered,160
50668,3176,2026-04-18,delivered,140
50669,1110,2026-04-18,delivered,230
50670,2590,2026-04-18,delivered,240
50671,1110,2026-04-18,delivered,170
50672,1852,2026-04-18,delivered,250
50673,2987,2026-04-18,delivered,340
50674,1580,2026-04-18,delivered,300
50675,2952,2026-04-18,delivered,70
50676,2082,2026-04-18,delivered,180
50677,2824,2026-04-18,delivered,180
50678,1551,2026-04-18,delivered,220
50679,1544,2026-04-18,delivered,130
50680,1059,2026-04-18,delivered,30
50681,1310,2026-04-18,cancelled,380
50682,2236,2026-04-18,delivered,180
50683,3010,2026-04-18,delivered,130
50684,2141,2026-04-18,delivered,240
50685,2030,2026-04-18,delivered,90
50686,1398,2026-04-18,delivered,60
50687,2945,2026-04-18,delivered,90
50688,1284,2026-04-18,delivered,80
50689,1936,2026-04-18,delivered,160
50690,1152,2026-04-18,delivered,100
50691,2102,2026-04-18,delivered,90
50692,2472,2026-04-18,delivered,140
50693,2214,2026-04-18,delivered,320
50694,1936,2026-04-18,delivered,40
50695,3037,2026-04-18,delivered,70
50696,1314,2026-04-18,delivered,140
50697,2293,2026-04-18,cancelled,130
50698,1800,2026-04-18,delivered,180
50699,1847,2026-04-19,delivered,180
50700,2831,2026-04-19,delivered,40
50701,1093,2026-04-19,delivered,330
50702,2329,2026-04-19,delivered,90
50703,2330,2026-04-19,delivered,320
50704,2651,2026-04-19,delivered,230
50705,3289,2026-04-19,delivered,240
50706,1080,2026-04-19,delivered,360
50707,2742,2026-04-19,delivered,120
50708,1063,2026-04-19,delivered,90
50709,2252,2026-04-19,delivered,180
50710,2174,2026-04-19,delivered,60
50711,1441,2026-04-19,delivered,200
50712,3209,2026-04-19,delivered,140
50713,3024,2026-04-19,delivered,160
50714,2681,2026-04-19,cancelled,310
50715,1597,2026-04-19,cancelled,110
50716,1354,2026-04-19,cancelled,290
50717,2793,2026-04-19,delivered,130
50718,2408,2026-04-19,delivered,170
50719,1503,2026-04-19,delivered,220
50720,1867,2026-04-19,delivered,340
50721,3112,2026-04-19,delivered,210
50722,1797,2026-04-19,delivered,510
50723,2945,2026-04-19,delivered,160
50724,2361,2026-04-19,delivered,150
50725,3228,2026-04-19,delivered,270
50726,1535,2026-04-19,delivered,170
50727,2382,2026-04-19,delivered,140
50728,1029,2026-04-19,delivered,290
50729,3227,2026-04-19,delivered,160
50730,2158,2026-04-19,delivered,70
50731,2730,2026-04-19,delivered,310
